museum,year,month,visits
(T&W) GREAT NORTH MUSEUM,2009,12,"25,925"
(T&W) GREAT NORTH MUSEUM,2010,1,"29,891"
(T&W) GREAT NORTH MUSEUM,2010,2,"59,619"
(T&W) GREAT NORTH MUSEUM,2010,3,"42,972"
(T&W) GREAT NORTH MUSEUM,2010,4,"57,634"
(T&W) GREAT NORTH MUSEUM,2010,5,"38,529"
(T&W) GREAT NORTH MUSEUM,2010,6,"35,978"
(T&W) GREAT NORTH MUSEUM,2010,7,"45,340"
(T&W) GREAT NORTH MUSEUM,2010,8,"76,757"
(T&W) GREAT NORTH MUSEUM,2010,9,"35,982"
(T&W) GREAT NORTH MUSEUM,2010,10,"47,016"
(T&W) GREAT NORTH MUSEUM,2010,11,"26,586"
(T&W) GREAT NORTH MUSEUM,2010,12,"22,270"
(T&W) GREAT NORTH MUSEUM,2011,1,"29,083"
(T&W) GREAT NORTH MUSEUM,2011,2,"50,575"
(T&W) GREAT NORTH MUSEUM,2011,3,"38,223"
(T&W) GREAT NORTH MUSEUM,2011,4,"36,737"
(T&W) GREAT NORTH MUSEUM,2011,5,"35,707"
(T&W) GREAT NORTH MUSEUM,2011,6,"31,185"
(T&W) GREAT NORTH MUSEUM,2011,7,"47,286"
(T&W) GREAT NORTH MUSEUM,2011,8,"78,665"
(T&W) GREAT NORTH MUSEUM,2011,9,"31,280"
(T&W) GREAT NORTH MUSEUM,2011,10,"48,660"
(T&W) GREAT NORTH MUSEUM,2011,11,"27,428"
(T&W) GREAT NORTH MUSEUM,2011,12,"20,612"
(T&W) GREAT NORTH MUSEUM,2012,1,"24,259"
(T&W) GREAT NORTH MUSEUM,2012,2,"46,729"
(T&W) GREAT NORTH MUSEUM,2012,3,"36,037"
(T&W) GREAT NORTH MUSEUM,2012,4,"62,383"
(T&W) GREAT NORTH MUSEUM,2012,5,"29,984"
(T&W) GREAT NORTH MUSEUM,2012,6,"39,717"
(T&W) GREAT NORTH MUSEUM,2012,7,"40,236"
(T&W) GREAT NORTH MUSEUM,2012,8,"57,831"
(T&W) GREAT NORTH MUSEUM,2012,9,"24,396"
(T&W) GREAT NORTH MUSEUM,2012,10,"33,056"
(T&W) GREAT NORTH MUSEUM,2012,11,"31,800"
(T&W) GREAT NORTH MUSEUM,2012,12,"21,348"
(T&W) GREAT NORTH MUSEUM,2013,1,"23,241"
(T&W) GREAT NORTH MUSEUM,2013,2,"43,222"
(T&W) GREAT NORTH MUSEUM,2013,3,"31,517"
(T&W) GREAT NORTH MUSEUM,2013,4,"37,473"
(T&W) GREAT NORTH MUSEUM,2013,5,"40,543"
(T&W) GREAT NORTH MUSEUM,2013,6,"30,108"
(T&W) GREAT NORTH MUSEUM,2013,7,"42,286"
(T&W) GREAT NORTH MUSEUM,2013,8,"58,592"
(T&W) GREAT NORTH MUSEUM,2013,9,"29,298"
(T&W) GREAT NORTH MUSEUM,2013,10,"40,746"
(T&W) GREAT NORTH MUSEUM,2013,11,"27,505"
(T&W) GREAT NORTH MUSEUM,2013,12,"18,984"
(T&W) GREAT NORTH MUSEUM,2014,1,"26,547"
(T&W) GREAT NORTH MUSEUM,2014,2,"49,986"
(T&W) GREAT NORTH MUSEUM,2014,3,"36,652"
(T&W) GREAT NORTH MUSEUM,2014,4,"61,304"
(T&W) GREAT NORTH MUSEUM,2014,5,"54,699"
(T&W) GREAT NORTH MUSEUM,2014,6,"31,594"
(T&W) GREAT NORTH MUSEUM,2014,7,"42,069"
(T&W) GREAT NORTH MUSEUM,2014,8,"66,408"
(T&W) GREAT NORTH MUSEUM,2014,9,"28,377"
(T&W) GREAT NORTH MUSEUM,2014,10,"43,993"
(T&W) GREAT NORTH MUSEUM,2014,11,"27,271"
(T&W) GREAT NORTH MUSEUM,2014,12,"22,249"
(T&W) GREAT NORTH MUSEUM,2015,1,"27,550"
(T&W) GREAT NORTH MUSEUM,2015,2,"54,016"
(T&W) GREAT NORTH MUSEUM,2015,3,"32,404"
(T&W) GREAT NORTH MUSEUM,2015,4,0
(T&W) GREAT NORTH MUSEUM,2015,5,0
(T&W) GREAT NORTH MUSEUM,2015,6,0
(T&W) GREAT NORTH MUSEUM,2015,7,0
(T&W) GREAT NORTH MUSEUM,2015,8,0
(T&W) GREAT NORTH MUSEUM,2015,9,0
(T&W) GREAT NORTH MUSEUM,2015,10,0
(T&W) GREAT NORTH MUSEUM,2015,11,0
(T&W) GREAT NORTH MUSEUM,2015,12,0
(T&W) GREAT NORTH MUSEUM,2016,1,0
(T&W) GREAT NORTH MUSEUM,2016,2,0
(T&W) GREAT NORTH MUSEUM,2016,3,0
(T&W) GREAT NORTH MUSEUM,2016,4,0
(T&W) GREAT NORTH MUSEUM,2016,5,0
(T&W) GREAT NORTH MUSEUM,2016,6,0
(T&W) GREAT NORTH MUSEUM,2016,7,0
(T&W) GREAT NORTH MUSEUM,2016,8,0
(T&W) GREAT NORTH MUSEUM,2016,9,0
(T&W) GREAT NORTH MUSEUM,2016,10,0
(T&W) GREAT NORTH MUSEUM,2016,11,0
(T&W) GREAT NORTH MUSEUM,2016,12,0
(T&W) GREAT NORTH MUSEUM,2017,1,0
(T&W) GREAT NORTH MUSEUM,2017,2,0
(T&W) GREAT NORTH MUSEUM,2017,3,0
(T&W) GREAT NORTH MUSEUM,2017,4,0
(T&W) GREAT NORTH MUSEUM,2017,5,0
(T&W) GREAT NORTH MUSEUM,2017,6,0
(T&W) GREAT NORTH MUSEUM,2017,7,0
(T&W) GREAT NORTH MUSEUM,2017,8,0
(T&W) GREAT NORTH MUSEUM,2017,9,0
(T&W) GREAT NORTH MUSEUM,2017,10,0
(T&W) GREAT NORTH MUSEUM,2017,11,0
(T&W) GREAT NORTH MUSEUM,2017,12,0
(T&W) GREAT NORTH MUSEUM,2018,1,0
(T&W) GREAT NORTH MUSEUM,2018,2,0
(T&W) GREAT NORTH MUSEUM,2018,3,0
(T&W) LAING,2004,4,"28,303"
(T&W) LAING,2004,5,"23,304"
(T&W) LAING,2004,6,"30,274"
(T&W) LAING,2004,7,"23,529"
(T&W) LAING,2004,8,"24,037"
(T&W) LAING,2004,9,"27,271"
(T&W) LAING,2004,10,"27,240"
(T&W) LAING,2004,11,"22,979"
(T&W) LAING,2004,12,"24,136"
(T&W) LAING,2005,1,"15,235"
(T&W) LAING,2005,2,"24,486"
(T&W) LAING,2005,3,"24,903"
(T&W) LAING,2005,4,"27,818"
(T&W) LAING,2005,5,"27,528"
(T&W) LAING,2005,6,"24,950"
(T&W) LAING,2005,7,"24,539"
(T&W) LAING,2005,8,"29,546"
(T&W) LAING,2005,9,"27,933"
(T&W) LAING,2005,10,"27,611"
(T&W) LAING,2005,11,"22,142"
(T&W) LAING,2005,12,"20,715"
(T&W) LAING,2006,1,"19,208"
(T&W) LAING,2006,2,"21,918"
(T&W) LAING,2006,3,"20,882"
(T&W) LAING,2006,4,"27,135"
(T&W) LAING,2006,5,"28,371"
(T&W) LAING,2006,6,"29,906"
(T&W) LAING,2006,7,"19,188"
(T&W) LAING,2006,8,"27,023"
(T&W) LAING,2006,9,"21,326"
(T&W) LAING,2006,10,"23,463"
(T&W) LAING,2006,11,"22,340"
(T&W) LAING,2006,12,"18,517"
(T&W) LAING,2007,1,"18,865"
(T&W) LAING,2007,2,"20,163"
(T&W) LAING,2007,3,"20,376"
(T&W) LAING,2007,4,"17,636"
(T&W) LAING,2007,5,"25,950"
(T&W) LAING,2007,6,"23,630"
(T&W) LAING,2007,7,"23,485"
(T&W) LAING,2007,8,"20,558"
(T&W) LAING,2007,9,"19,078"
(T&W) LAING,2007,10,"24,546"
(T&W) LAING,2007,11,"25,064"
(T&W) LAING,2007,12,"17,880"
(T&W) LAING,2008,1,"17,051"
(T&W) LAING,2008,2,"22,477"
(T&W) LAING,2008,3,"20,300"
(T&W) LAING,2008,4,"23,990"
(T&W) LAING,2008,5,"24,230"
(T&W) LAING,2008,6,"22,809"
(T&W) LAING,2008,7,"21,325"
(T&W) LAING,2008,8,"24,628"
(T&W) LAING,2008,9,"21,731"
(T&W) LAING,2008,10,"26,065"
(T&W) LAING,2008,11,"25,554"
(T&W) LAING,2008,12,"18,817"
(T&W) LAING,2009,1,"19,864"
(T&W) LAING,2009,2,"20,922"
(T&W) LAING,2009,3,"19,806"
(T&W) LAING,2009,4,"20,133"
(T&W) LAING,2009,5,"21,015"
(T&W) LAING,2009,6,"18,895"
(T&W) LAING,2009,7,"23,260"
(T&W) LAING,2009,8,"23,745"
(T&W) LAING,2009,9,"21,021"
(T&W) LAING,2009,10,"27,539"
(T&W) LAING,2009,11,"20,665"
(T&W) LAING,2009,12,"16,621"
(T&W) LAING,2010,1,"15,120"
(T&W) LAING,2010,2,"30,884"
(T&W) LAING,2010,3,"30,452"
(T&W) LAING,2010,4,"25,093"
(T&W) LAING,2010,5,"20,961"
(T&W) LAING,2010,6,"19,148"
(T&W) LAING,2010,7,"21,989"
(T&W) LAING,2010,8,"26,123"
(T&W) LAING,2010,9,"23,902"
(T&W) LAING,2010,10,"27,639"
(T&W) LAING,2010,11,"22,480"
(T&W) LAING,2010,12,"16,982"
(T&W) LAING,2011,1,"18,288"
(T&W) LAING,2011,2,"22,324"
(T&W) LAING,2011,3,"29,919"
(T&W) LAING,2011,4,"22,751"
(T&W) LAING,2011,5,"23,235"
(T&W) LAING,2011,6,"19,117"
(T&W) LAING,2011,7,"21,411"
(T&W) LAING,2011,8,"25,575"
(T&W) LAING,2011,9,"20,415"
(T&W) LAING,2011,10,"24,978"
(T&W) LAING,2011,11,"21,422"
(T&W) LAING,2011,12,"20,063"
(T&W) LAING,2012,1,"16,868"
(T&W) LAING,2012,2,"20,786"
(T&W) LAING,2012,3,"20,040"
(T&W) LAING,2012,4,"20,278"
(T&W) LAING,2012,5,"19,513"
(T&W) LAING,2012,6,"22,866"
(T&W) LAING,2012,7,"29,069"
(T&W) LAING,2012,8,"29,493"
(T&W) LAING,2012,9,"21,527"
(T&W) LAING,2012,10,"25,005"
(T&W) LAING,2012,11,"21,520"
(T&W) LAING,2012,12,"16,299"
(T&W) LAING,2013,1,"15,739"
(T&W) LAING,2013,2,"19,851"
(T&W) LAING,2013,3,"19,457"
(T&W) LAING,2013,4,"18,179"
(T&W) LAING,2013,5,"17,714"
(T&W) LAING,2013,6,"15,938"
(T&W) LAING,2013,7,"19,638"
(T&W) LAING,2013,8,"22,842"
(T&W) LAING,2013,9,"18,547"
(T&W) LAING,2013,10,"19,796"
(T&W) LAING,2013,11,"20,350"
(T&W) LAING,2013,12,"18,083"
(T&W) LAING,2014,1,"20,760"
(T&W) LAING,2014,2,"20,203"
(T&W) LAING,2014,3,"19,920"
(T&W) LAING,2014,4,"17,589"
(T&W) LAING,2014,5,"20,272"
(T&W) LAING,2014,6,"15,654"
(T&W) LAING,2014,7,"14,348"
(T&W) LAING,2014,8,"19,726"
(T&W) LAING,2014,9,"15,616"
(T&W) LAING,2014,10,"18,287"
(T&W) LAING,2014,11,"20,502"
(T&W) LAING,2014,12,"16,002"
(T&W) LAING,2015,1,"16,776"
(T&W) LAING,2015,2,"17,720"
(T&W) LAING,2015,3,"22,369"
(T&W) LAING,2015,4,0
(T&W) LAING,2015,5,0
(T&W) LAING,2015,6,0
(T&W) LAING,2015,7,0
(T&W) LAING,2015,8,0
(T&W) LAING,2015,9,0
(T&W) LAING,2015,10,0
(T&W) LAING,2015,11,0
(T&W) LAING,2015,12,0
(T&W) LAING,2016,1,0
(T&W) LAING,2016,2,0
(T&W) LAING,2016,3,0
(T&W) LAING,2016,4,0
(T&W) LAING,2016,5,0
(T&W) LAING,2016,6,0
(T&W) LAING,2016,7,0
(T&W) LAING,2016,8,0
(T&W) LAING,2016,9,0
(T&W) LAING,2016,10,0
(T&W) LAING,2016,11,0
(T&W) LAING,2016,12,0
(T&W) LAING,2017,1,0
(T&W) LAING,2017,2,0
(T&W) LAING,2017,3,0
(T&W) LAING,2017,4,0
(T&W) LAING,2017,5,0
(T&W) LAING,2017,6,0
(T&W) LAING,2017,7,0
(T&W) LAING,2017,8,0
(T&W) LAING,2017,9,0
(T&W) LAING,2017,10,0
(T&W) LAING,2017,11,0
(T&W) LAING,2017,12,0
(T&W) LAING,2018,1,0
(T&W) LAING,2018,2,0
(T&W) LAING,2018,3,0
(T&W) MONKWEARMOUTH,2004,4,"3,067"
(T&W) MONKWEARMOUTH,2004,5,"1,891"
(T&W) MONKWEARMOUTH,2004,6,"3,709"
(T&W) MONKWEARMOUTH,2004,7,"3,299"
(T&W) MONKWEARMOUTH,2004,8,"5,040"
(T&W) MONKWEARMOUTH,2004,9,"2,872"
(T&W) MONKWEARMOUTH,2004,10,"3,833"
(T&W) MONKWEARMOUTH,2004,11,"2,279"
(T&W) MONKWEARMOUTH,2004,12,"2,530"
(T&W) MONKWEARMOUTH,2005,1,"1,763"
(T&W) MONKWEARMOUTH,2005,2,"2,848"
(T&W) MONKWEARMOUTH,2005,3,"3,445"
(T&W) MONKWEARMOUTH,2005,4,"3,540"
(T&W) MONKWEARMOUTH,2005,5,"2,504"
(T&W) MONKWEARMOUTH,2005,6,"2,471"
(T&W) MONKWEARMOUTH,2005,7,"2,483"
(T&W) MONKWEARMOUTH,2005,8,"4,915"
(T&W) MONKWEARMOUTH,2005,9,0
(T&W) MONKWEARMOUTH,2005,10,0
(T&W) MONKWEARMOUTH,2005,11,0
(T&W) MONKWEARMOUTH,2005,12,0
(T&W) MONKWEARMOUTH,2006,1,0
(T&W) MONKWEARMOUTH,2006,2,0
(T&W) MONKWEARMOUTH,2006,3,0
(T&W) MONKWEARMOUTH,2006,4,0
(T&W) MONKWEARMOUTH,2006,5,0
(T&W) MONKWEARMOUTH,2006,6,0
(T&W) MONKWEARMOUTH,2006,7,0
(T&W) MONKWEARMOUTH,2006,8,0
(T&W) MONKWEARMOUTH,2006,9,0
(T&W) MONKWEARMOUTH,2006,10,0
(T&W) MONKWEARMOUTH,2006,11,0
(T&W) MONKWEARMOUTH,2006,12,0
(T&W) MONKWEARMOUTH,2007,1,0
(T&W) MONKWEARMOUTH,2007,2,0
(T&W) MONKWEARMOUTH,2007,3,0
(T&W) MONKWEARMOUTH,2007,4,0
(T&W) MONKWEARMOUTH,2007,5,0
(T&W) MONKWEARMOUTH,2007,6,0
(T&W) MONKWEARMOUTH,2007,7,270
(T&W) MONKWEARMOUTH,2007,8,"16,345"
(T&W) MONKWEARMOUTH,2007,9,"5,507"
(T&W) MONKWEARMOUTH,2007,10,"4,919"
(T&W) MONKWEARMOUTH,2007,11,"1,821"
(T&W) MONKWEARMOUTH,2007,12,"1,778"
(T&W) MONKWEARMOUTH,2008,1,"1,731"
(T&W) MONKWEARMOUTH,2008,2,"2,735"
(T&W) MONKWEARMOUTH,2008,3,"1,730"
(T&W) MONKWEARMOUTH,2008,4,"3,787"
(T&W) MONKWEARMOUTH,2008,5,"3,079"
(T&W) MONKWEARMOUTH,2008,6,"2,469"
(T&W) MONKWEARMOUTH,2008,7,"2,752"
(T&W) MONKWEARMOUTH,2008,8,"4,148"
(T&W) MONKWEARMOUTH,2008,9,"2,207"
(T&W) MONKWEARMOUTH,2008,10,"1,936"
(T&W) MONKWEARMOUTH,2008,11,"1,942"
(T&W) MONKWEARMOUTH,2008,12,"2,004"
(T&W) MONKWEARMOUTH,2009,1,"2,776"
(T&W) MONKWEARMOUTH,2009,2,"3,070"
(T&W) MONKWEARMOUTH,2009,3,"2,937"
(T&W) MONKWEARMOUTH,2009,4,"2,979"
(T&W) MONKWEARMOUTH,2009,5,"2,349"
(T&W) MONKWEARMOUTH,2009,6,"2,321"
(T&W) MONKWEARMOUTH,2009,7,"3,180"
(T&W) MONKWEARMOUTH,2009,8,"3,179"
(T&W) MONKWEARMOUTH,2009,9,"2,099"
(T&W) MONKWEARMOUTH,2009,10,"2,854"
(T&W) MONKWEARMOUTH,2009,11,"2,608"
(T&W) MONKWEARMOUTH,2009,12,"1,266"
(T&W) MONKWEARMOUTH,2010,1,941
(T&W) MONKWEARMOUTH,2010,2,"2,036"
(T&W) MONKWEARMOUTH,2010,3,"2,654"
(T&W) MONKWEARMOUTH,2010,4,"2,371"
(T&W) MONKWEARMOUTH,2010,5,"2,428"
(T&W) MONKWEARMOUTH,2010,6,"2,355"
(T&W) MONKWEARMOUTH,2010,7,"3,381"
(T&W) MONKWEARMOUTH,2010,8,"3,564"
(T&W) MONKWEARMOUTH,2010,9,"2,375"
(T&W) MONKWEARMOUTH,2010,10,"2,407"
(T&W) MONKWEARMOUTH,2010,11,"2,050"
(T&W) MONKWEARMOUTH,2010,12,"1,584"
(T&W) MONKWEARMOUTH,2011,1,"1,646"
(T&W) MONKWEARMOUTH,2011,2,"2,472"
(T&W) MONKWEARMOUTH,2011,3,"2,384"
(T&W) MONKWEARMOUTH,2011,4,"2,024"
(T&W) MONKWEARMOUTH,2011,5,"2,204"
(T&W) MONKWEARMOUTH,2011,6,"2,116"
(T&W) MONKWEARMOUTH,2011,7,"2,404"
(T&W) MONKWEARMOUTH,2011,8,"3,507"
(T&W) MONKWEARMOUTH,2011,9,"2,087"
(T&W) MONKWEARMOUTH,2011,10,"3,023"
(T&W) MONKWEARMOUTH,2011,11,"2,269"
(T&W) MONKWEARMOUTH,2011,12,"1,740"
(T&W) MONKWEARMOUTH,2012,1,"1,953"
(T&W) MONKWEARMOUTH,2012,2,"2,980"
(T&W) MONKWEARMOUTH,2012,3,"2,480"
(T&W) MONKWEARMOUTH,2012,4,"3,301"
(T&W) MONKWEARMOUTH,2012,5,"2,481"
(T&W) MONKWEARMOUTH,2012,6,"2,391"
(T&W) MONKWEARMOUTH,2012,7,"2,465"
(T&W) MONKWEARMOUTH,2012,8,"3,362"
(T&W) MONKWEARMOUTH,2012,9,"1,931"
(T&W) MONKWEARMOUTH,2012,10,"2,268"
(T&W) MONKWEARMOUTH,2012,11,"2,469"
(T&W) MONKWEARMOUTH,2012,12,"1,100"
(T&W) MONKWEARMOUTH,2013,1,"1,417"
(T&W) MONKWEARMOUTH,2013,2,"2,268"
(T&W) MONKWEARMOUTH,2013,3,"2,077"
(T&W) MONKWEARMOUTH,2013,4,"2,423"
(T&W) MONKWEARMOUTH,2013,5,"2,256"
(T&W) MONKWEARMOUTH,2013,6,"1,619"
(T&W) MONKWEARMOUTH,2013,7,"2,412"
(T&W) MONKWEARMOUTH,2013,8,"3,012"
(T&W) MONKWEARMOUTH,2013,9,"1,734"
(T&W) MONKWEARMOUTH,2013,10,"1,971"
(T&W) MONKWEARMOUTH,2013,11,"1,857"
(T&W) MONKWEARMOUTH,2013,12,"1,127"
(T&W) MONKWEARMOUTH,2014,1,"1,639"
(T&W) MONKWEARMOUTH,2014,2,"2,156"
(T&W) MONKWEARMOUTH,2014,3,"1,918"
(T&W) MONKWEARMOUTH,2014,4,"2,315"
(T&W) MONKWEARMOUTH,2014,5,"2,115"
(T&W) MONKWEARMOUTH,2014,6,"1,438"
(T&W) MONKWEARMOUTH,2014,7,"1,857"
(T&W) MONKWEARMOUTH,2014,8,"2,746"
(T&W) MONKWEARMOUTH,2014,9,"1,661"
(T&W) MONKWEARMOUTH,2014,10,"2,089"
(T&W) MONKWEARMOUTH,2014,11,"1,672"
(T&W) MONKWEARMOUTH,2014,12,"1,300"
(T&W) MONKWEARMOUTH,2015,1,"1,399"
(T&W) MONKWEARMOUTH,2015,2,"2,141"
(T&W) MONKWEARMOUTH,2015,3,"1,714"
(T&W) MONKWEARMOUTH,2015,4,0
(T&W) MONKWEARMOUTH,2015,5,0
(T&W) MONKWEARMOUTH,2015,6,0
(T&W) MONKWEARMOUTH,2015,7,0
(T&W) MONKWEARMOUTH,2015,8,0
(T&W) MONKWEARMOUTH,2015,9,0
(T&W) MONKWEARMOUTH,2015,10,0
(T&W) MONKWEARMOUTH,2015,11,0
(T&W) MONKWEARMOUTH,2015,12,0
(T&W) MONKWEARMOUTH,2016,1,0
(T&W) MONKWEARMOUTH,2016,2,0
(T&W) MONKWEARMOUTH,2016,3,0
(T&W) MONKWEARMOUTH,2016,4,0
(T&W) MONKWEARMOUTH,2016,5,0
(T&W) MONKWEARMOUTH,2016,6,0
(T&W) MONKWEARMOUTH,2016,7,0
(T&W) MONKWEARMOUTH,2016,8,0
(T&W) MONKWEARMOUTH,2016,9,0
(T&W) MONKWEARMOUTH,2016,10,0
(T&W) MONKWEARMOUTH,2016,11,0
(T&W) MONKWEARMOUTH,2016,12,0
(T&W) MONKWEARMOUTH,2017,1,0
(T&W) MONKWEARMOUTH,2017,2,0
(T&W) MONKWEARMOUTH,2017,3,0
(T&W) MONKWEARMOUTH,2017,4,0
(T&W) MONKWEARMOUTH,2017,5,0
(T&W) MONKWEARMOUTH,2017,6,0
(T&W) MONKWEARMOUTH,2017,7,0
(T&W) MONKWEARMOUTH,2017,8,0
(T&W) MONKWEARMOUTH,2017,9,0
(T&W) MONKWEARMOUTH,2017,10,0
(T&W) MONKWEARMOUTH,2017,11,0
(T&W) MONKWEARMOUTH,2017,12,0
(T&W) MONKWEARMOUTH,2018,1,0
(T&W) MONKWEARMOUTH,2018,2,0
(T&W) MONKWEARMOUTH,2018,3,0
(T&W) WASHINGTON F PIT,2004,4,31
(T&W) WASHINGTON F PIT,2004,5,168
(T&W) WASHINGTON F PIT,2004,6,171
(T&W) WASHINGTON F PIT,2004,7,193
(T&W) WASHINGTON F PIT,2004,8,131
(T&W) WASHINGTON F PIT,2004,9,863
(T&W) WASHINGTON F PIT,2004,10,0
(T&W) WASHINGTON F PIT,2004,11,0
(T&W) WASHINGTON F PIT,2004,12,0
(T&W) WASHINGTON F PIT,2005,1,0
(T&W) WASHINGTON F PIT,2005,2,0
(T&W) WASHINGTON F PIT,2005,3,0
(T&W) WASHINGTON F PIT,2005,4,0
(T&W) WASHINGTON F PIT,2005,5,51
(T&W) WASHINGTON F PIT,2005,6,77
(T&W) WASHINGTON F PIT,2005,7,94
(T&W) WASHINGTON F PIT,2005,8,263
(T&W) WASHINGTON F PIT,2005,9,676
(T&W) WASHINGTON F PIT,2005,10,0
(T&W) WASHINGTON F PIT,2005,11,0
(T&W) WASHINGTON F PIT,2005,12,0
(T&W) WASHINGTON F PIT,2006,1,0
(T&W) WASHINGTON F PIT,2006,2,0
(T&W) WASHINGTON F PIT,2006,3,0
(T&W) WASHINGTON F PIT,2006,4,0
(T&W) WASHINGTON F PIT,2006,5,0
(T&W) WASHINGTON F PIT,2006,6,0
(T&W) WASHINGTON F PIT,2006,7,0
(T&W) WASHINGTON F PIT,2006,8,130
(T&W) WASHINGTON F PIT,2006,9,292
(T&W) WASHINGTON F PIT,2006,10,0
(T&W) WASHINGTON F PIT,2006,11,0
(T&W) WASHINGTON F PIT,2006,12,0
(T&W) WASHINGTON F PIT,2007,1,0
(T&W) WASHINGTON F PIT,2007,2,0
(T&W) WASHINGTON F PIT,2007,3,0
(T&W) WASHINGTON F PIT,2007,4,0
(T&W) WASHINGTON F PIT,2007,5,0
(T&W) WASHINGTON F PIT,2007,6,0
(T&W) WASHINGTON F PIT,2007,7,149
(T&W) WASHINGTON F PIT,2007,8,0
(T&W) WASHINGTON F PIT,2007,9,556
(T&W) WASHINGTON F PIT,2007,10,0
(T&W) WASHINGTON F PIT,2007,11,0
(T&W) WASHINGTON F PIT,2007,12,0
(T&W) WASHINGTON F PIT,2008,1,0
(T&W) WASHINGTON F PIT,2008,2,0
(T&W) WASHINGTON F PIT,2008,3,0
(T&W) WASHINGTON F PIT,2008,4,0
(T&W) WASHINGTON F PIT,2008,5,0
(T&W) WASHINGTON F PIT,2008,6,0
(T&W) WASHINGTON F PIT,2008,7,0
(T&W) WASHINGTON F PIT,2008,8,166
(T&W) WASHINGTON F PIT,2008,9,574
(T&W) WASHINGTON F PIT,2008,10,249
(T&W) WASHINGTON F PIT,2008,11,0
(T&W) WASHINGTON F PIT,2008,12,0
(T&W) WASHINGTON F PIT,2009,1,0
(T&W) WASHINGTON F PIT,2009,2,0
(T&W) WASHINGTON F PIT,2009,3,0
(T&W) WASHINGTON F PIT,2009,4,0
(T&W) WASHINGTON F PIT,2009,5,0
(T&W) WASHINGTON F PIT,2009,6,0
(T&W) WASHINGTON F PIT,2009,7,0
(T&W) WASHINGTON F PIT,2009,8,209
(T&W) WASHINGTON F PIT,2009,9,869
(T&W) WASHINGTON F PIT,2009,10,87
(T&W) WASHINGTON F PIT,2009,11,0
(T&W) WASHINGTON F PIT,2009,12,0
(T&W) WASHINGTON F PIT,2010,1,0
(T&W) WASHINGTON F PIT,2010,2,0
(T&W) WASHINGTON F PIT,2010,3,0
(T&W) WASHINGTON F PIT,2010,4,0
(T&W) WASHINGTON F PIT,2010,5,0
(T&W) WASHINGTON F PIT,2010,6,0
(T&W) WASHINGTON F PIT,2010,7,171
(T&W) WASHINGTON F PIT,2010,8,0
(T&W) WASHINGTON F PIT,2010,9,903
(T&W) WASHINGTON F PIT,2010,10,62
(T&W) WASHINGTON F PIT,2010,11,0
(T&W) WASHINGTON F PIT,2010,12,0
(T&W) WASHINGTON F PIT,2011,1,0
(T&W) WASHINGTON F PIT,2011,2,0
(T&W) WASHINGTON F PIT,2011,3,230
(T&W) WASHINGTON F PIT,2011,4,0
(T&W) WASHINGTON F PIT,2011,5,0
(T&W) WASHINGTON F PIT,2011,6,0
(T&W) WASHINGTON F PIT,2011,7,307
(T&W) WASHINGTON F PIT,2011,8,0
(T&W) WASHINGTON F PIT,2011,9,"1,045"
(T&W) WASHINGTON F PIT,2011,10,0
(T&W) WASHINGTON F PIT,2011,11,0
(T&W) WASHINGTON F PIT,2011,12,0
(T&W) WASHINGTON F PIT,2012,1,0
(T&W) WASHINGTON F PIT,2012,2,0
(T&W) WASHINGTON F PIT,2012,3,0
(T&W) WASHINGTON F PIT,2012,4,0
(T&W) WASHINGTON F PIT,2012,5,0
(T&W) WASHINGTON F PIT,2012,6,0
(T&W) WASHINGTON F PIT,2012,7,0
(T&W) WASHINGTON F PIT,2012,8,214
(T&W) WASHINGTON F PIT,2012,9,405
(T&W) WASHINGTON F PIT,2012,10,10
(T&W) WASHINGTON F PIT,2012,11,0
(T&W) WASHINGTON F PIT,2012,12,0
(T&W) WASHINGTON F PIT,2013,1,0
(T&W) WASHINGTON F PIT,2013,2,0
(T&W) WASHINGTON F PIT,2013,3,0
(T&W) WASHINGTON F PIT,2013,4,0
(T&W) WASHINGTON F PIT,2013,5,0
(T&W) WASHINGTON F PIT,2013,6,16
(T&W) WASHINGTON F PIT,2013,7,0
(T&W) WASHINGTON F PIT,2013,8,150
(T&W) WASHINGTON F PIT,2013,9,195
(T&W) WASHINGTON F PIT,2013,10,0
(T&W) WASHINGTON F PIT,2013,11,0
(T&W) WASHINGTON F PIT,2013,12,0
(T&W) WASHINGTON F PIT,2014,1,0
(T&W) WASHINGTON F PIT,2014,2,0
(T&W) WASHINGTON F PIT,2014,3,0
(T&W) WASHINGTON F PIT,2014,4,0
(T&W) WASHINGTON F PIT,2014,5,0
(T&W) WASHINGTON F PIT,2014,6,0
(T&W) WASHINGTON F PIT,2014,7,0
(T&W) WASHINGTON F PIT,2014,8,0
(T&W) WASHINGTON F PIT,2014,9,662
(T&W) WASHINGTON F PIT,2014,10,0
(T&W) WASHINGTON F PIT,2014,11,0
(T&W) WASHINGTON F PIT,2014,12,0
(T&W) WASHINGTON F PIT,2015,1,0
(T&W) WASHINGTON F PIT,2015,2,0
(T&W) WASHINGTON F PIT,2015,3,0
(T&W) WASHINGTON F PIT,2015,4,0
(T&W) WASHINGTON F PIT,2015,5,0
(T&W) WASHINGTON F PIT,2015,6,0
(T&W) WASHINGTON F PIT,2015,7,0
(T&W) WASHINGTON F PIT,2015,8,0
(T&W) WASHINGTON F PIT,2015,9,0
(T&W) WASHINGTON F PIT,2015,10,0
